episode,env_id,update,global_step,mode,alpha,reward_scale,ret_used,ret_env_scaled,ret_shaping,ep_len,total_cost_yuan,loss_term,v_term,line_term,switch_term,trafo_term,risk_term,import_cost_yuan,loss_cost_yuan,v_cost_yuan,line_cost_yuan,trafo_cost_yuan,risk_cost_yuan_like,switch_cost_yuan,pf_failed,total_scale_yuan,risk_scale_yuan
2643,18,32,64448,JOINT,0.08000000000000002,1e-06,-18.168411625549197,-16.900658205151558,-1.2677533067638678,24,49685.01594903422,152.02726756618318,249.9458179414327,0.0,800.0,2499.567702412352,36808.797235795246,9326.705192885185,152.02726756618318,249.9458179414327,0.0,2499.567702412352,36808.797235795246,800.0,0,3729274.69028622,3521453.967581145
2644,19,32,64448,JOINT,0.08000000000000002,1e-06,-8.891720317304134,-8.332781221717596,-0.5589389775476109,24,41863.94011354687,13.137300477525821,0.0,0.0,1600.0,2299.383977620858,33927.67707628768,4036.8790596383406,13.137300477525821,0.0,0.0,2299.383977620858,33927.67707628768,1600.0,0,3729274.69028622,3521453.967581145
2645,20,32,64448,JOINT,0.08000000000000002,1e-06,-19.108100067824125,-17.824027851223946,-1.2840725917617477,24,44701.6698970441,69.08943832712735,1.322287350911962,0.0,800.0,2499.366178587396,34992.34494378795,6408.636487317835,69.08943832712735,1.322287350911962,0.0,2499.366178587396,34992.34494378795,800.0,0,3729274.69028622,3521453.967581145
2646,21,32,64448,JOINT,0.08000000000000002,1e-06,-13.545958321541548,-12.447019830346107,-1.09893872400901,24,45587.616303210256,50.74403170519994,0.0,0.0,800.0,2266.0749067638103,34221.69815344316,8299.843243003283,50.74403170519994,0.0,0.0,2266.0749067638103,34221.69815344316,800.0,0,3729274.69028622,3521453.967581145
2647,22,32,64448,JOINT,0.08000000000000002,1e-06,-10.937445618212223,-10.305168353021145,-0.6322772110626101,24,391714.6256351923,68.88513546782758,0.0,1820.4481974523121,1600.0,5999.373739072131,376482.1214410697,5812.682257598204,68.88513546782758,0.0,1820.4481974523121,5999.373739072131,376482.1214410697,1600.0,0,3729274.69028622,3521453.967581145
2648,23,32,64448,JOINT,0.08000000000000002,1e-06,-21.483745235949755,-19.863852851092815,-1.6198925379912057,24,42487.74900156044,25.95891359570285,0.0,0.0,1600.0,2363.245354537924,34308.11819869588,4216.385448326633,25.95891359570285,0.0,0.0,2363.245354537924,34308.11819869588,1600.0,0,3729274.69028622,3521453.967581145
2649,24,32,64448,JOINT,0.08000000000000002,1e-06,-17.673848565667868,-16.563297238200903,-1.110551123544574,24,687603.5604432089,127.33752154615726,142.43495826636672,3022.2676108242154,1600.0,2499.2965582218108,674642.8360179558,5696.725297940686,127.33752154615726,142.43495826636672,3022.2676108242154,2499.2965582218108,674642.8360179558,1600.0,0,3729274.69028622,3521453.967581145
2650,25,32,64448,JOINT,0.08000000000000002,1e-06,-23.83577772602439,-22.31029675528407,-1.5254810151830318,24,2259038.347934106,368.7387923753451,9695.949593274861,50651.08045154775,800.0,2499.441702354092,2188466.928107783,6924.948079145943,368.7387923753451,9695.949593274861,50651.08045154775,2499.441702354092,2188466.928107783,800.0,0,3729274.69028622,3521453.967581145
2651,26,32,64448,JOINT,0.08000000000000002,1e-06,-13.533322399482131,-12.841900575906038,-0.6914217450718085,24,1682530.10158423,91.88180136605064,8.381051694705983,23385.11954313062,1600.0,2499.3967933805593,1648328.1146009578,6709.0895950662925,91.88180136605064,8.381051694705983,23385.11954313062,2499.3967933805593,1648328.1146009578,1600.0,0,3729274.69028622,3521453.967581145
2652,27,32,64448,JOINT,0.08000000000000002,1e-06,-10.306882590055466,-9.591459587216377,-0.7154231234639883,24,42887.5980589694,13.842371319710724,0.0,0.0,2400.0,2389.805485311262,33940.97380076203,4156.818772896105,13.842371319710724,0.0,0.0,2389.805485311262,33940.97380076203,2400.0,0,3729274.69028622,3521453.967581145
2653,28,32,64448,JOINT,0.08000000000000002,1e-06,-12.511775327846408,-11.783735271543264,-0.728040234622701,24,67118.8672143279,144.56295331230683,79.3465338377618,0.0,1600.0,2114.498905203691,53684.97721102084,9640.0445642656,144.56295331230683,79.3465338377618,0.0,2114.498905203691,53684.97721102084,1600.0,0,3729274.69028622,3521453.967581145
2654,29,32,64448,JOINT,0.08000000000000002,1e-06,-10.475423043593764,-9.73006995394826,-0.7453530185545486,24,518226.5025469174,70.32735340635598,0.0,2154.8100099156213,3200.0,5999.3797966429875,501001.2796489275,5871.033091431309,70.32735340635598,0.0,2154.8100099156213,5999.3797966429875,501001.2796489275,3200.0,0,3729274.69028622,3521453.967581145
2655,30,32,64448,JOINT,0.08000000000000002,1e-06,-21.512514358386397,-20.072020791471004,-1.440493696021537,24,45007.790838864596,39.72756230085733,0.0,0.0,1600.0,1976.7453607068294,34191.623746614234,7239.42173154353,39.72756230085733,0.0,0.0,1976.7453607068294,34191.623746614234,1600.0,0,3729274.69028622,3521453.967581145
2656,31,32,64448,JOINT,0.08000000000000002,1e-06,-16.30169398523867,-15.224801495671272,-1.0768928461521865,24,48852.22572070135,120.26815652879469,137.4667470581323,0.0,2400.0,2499.515556836907,35476.235695322095,8339.007721484222,120.26815652879469,137.4667470581323,0.0,2499.515556836907,35476.235695322095,2400.0,0,3729274.69028622,3521453.967581145
2657,32,32,64448,JOINT,0.08000000000000002,1e-06,-16.459937758743763,-15.283195905387402,-1.1767415060848,24,1722905.2958256719,149.17918936063816,506.17958924982054,27466.99215479527,1600.0,5999.513812268834,1679924.2711326876,7408.339136670424,149.17918936063816,506.17958924982054,27466.99215479527,5999.513812268834,1679924.2711326876,1600.0,0,3729274.69028622,3521453.967581145
2658,33,32,64448,JOINT,0.08000000000000002,1e-06,-6.411281678825617,-5.783389363437891,-0.6278923062165269,24,45902.58695082961,46.18804080475821,0.0,0.0,1600.0,2239.478440810521,34197.6699992723,7865.438510746787,46.18804080475821,0.0,0.0,2239.478440810521,34197.6699992723,1600.0,0,3729274.69028622,3521453.967581145
2659,34,32,64448,JOINT,0.08000000000000002,1e-06,-22.715316027402878,-20.787574511021376,-1.9277418536863604,24,50183.6126967821,184.98592760188234,162.37024791619618,0.0,2400.0,757.0646594920397,38215.87255756785,8648.305231806013,184.98592760188234,162.37024791619618,0.0,757.0646594920397,38215.87255756785,2400.0,0,3729274.69028622,3521453.967581145
2660,35,32,64448,JOINT,0.08000000000000002,1e-06,-26.95953981205821,-25.41194088384509,-1.5475984471912192,24,41716.75132692603,13.15883931309559,0.0,0.0,1600.0,2138.318467893476,33934.58132829324,4043.851530739312,13.15883931309559,0.0,0.0,2138.318467893476,33934.58132829324,1600.0,0,3729274.69028622,3521453.967581145
2661,36,32,64448,JOINT,0.08000000000000002,1e-06,-14.042400492355227,-13.096825037151575,-0.9455756028326384,24,2056115.9948139838,177.8546231200218,958.782767363957,37093.102168357655,2400.0,5999.519374287703,2002206.6045970223,7457.985906952213,177.8546231200218,958.782767363957,37093.102168357655,5999.519374287703,2002206.6045970223,2400.0,0,3729274.69028622,3521453.967581145
2662,37,32,64448,JOINT,0.08000000000000002,1e-06,-27.02958006411791,-25.154966428875923,-1.8746134605010352,24,91863.4636333656,46.82294754457256,0.0,0.0,0.0,5999.2718736642155,80844.28027512973,5019.9114845716485,46.82294754457256,0.0,0.0,5999.2718736642155,80844.28027512973,0.0,0,3729274.69028622,3521453.967581145
2663,38,32,64448,JOINT,0.08000000000000002,1e-06,-10.426571136340499,-9.728393506258726,-0.6981776284923153,24,1022914.6901636237,108.60937937138202,25.61073883144301,21676.281082766185,1600.0,5999.513084443095,986177.7840276564,7435.501229926547,108.60937937138202,25.61073883144301,21676.281082766185,5999.513084443095,986177.7840276564,1600.0,0,3729274.69028622,3521453.967581145
2664,39,32,64448,JOINT,0.08000000000000002,1e-06,-21.729838913306594,-20.414762940257788,-1.3150758970032135,24,219625.2069319756,153.1513424977615,334.62918274565163,0.0,2400.0,2499.5581938823393,205265.39816822117,9125.621387126444,153.1513424977615,334.62918274565163,0.0,2499.5581938823393,205265.39816822117,2400.0,0,3729274.69028622,3521453.967581145
2665,40,32,64448,JOINT,0.08000000000000002,1e-06,-28.917389491572976,-26.971907190978527,-1.9454820288221046,24,3294243.4582511913,159.24652860904266,128.62689621177694,106275.14635258407,3200.0,5999.590069564499,3169847.5351733714,8792.559759459404,159.24652860904266,128.62689621177694,106275.14635258407,5999.590069564499,3169847.5351733714,3200.0,0,3729274.69028622,3521453.967581145
2666,41,32,64448,JOINT,0.08000000000000002,1e-06,-16.239559644833207,-14.782391626387835,-1.4571676802635194,24,750289.8389978379,199.02402454686788,2382.4270639287097,3804.5063160268974,1600.0,2499.6066693674034,734543.084939175,5460.2140093397575,199.02402454686788,2382.4270639287097,3804.5063160268974,2499.6066693674034,734543.084939175,1600.0,0,3729274.69028622,3521453.967581145
2667,42,32,64448,JOINT,0.08000000000000002,1e-06,-23.79106068238616,-22.188753679394722,-1.602307126944264,24,3865335.2186640697,200.42603212780713,487.3737548884166,190985.78753495205,1600.0,2499.5414664838354,3661029.4339465993,8733.081961146014,200.42603212780713,487.3737548884166,190985.78753495205,2499.5414664838354,3661029.4339465993,1600.0,0,3729274.69028622,3521453.967581145
2668,43,32,64448,JOINT,0.08000000000000002,1e-06,-30.016639498993754,-28.28186259046197,-1.734776946551477,24,46007.390816413084,55.761046542589284,0.0,0.0,800.0,2195.6942000692848,34253.25695951577,8758.439656828034,55.761046542589284,0.0,0.0,2195.6942000692848,34253.25695951577,800.0,0,3729274.69028622,3521453.967581145
2669,44,32,64448,JOINT,0.08000000000000002,1e-06,-12.998787838965654,-12.289359949529171,-0.7094277962048849,24,42694.5393644006,30.187637030855413,0.0,0.0,1600.0,2498.9934058906483,34542.178719350966,4053.367239158988,30.187637030855413,0.0,0.0,2498.9934058906483,34542.178719350966,1600.0,0,3729274.69028622,3521453.967581145
2670,45,32,64448,JOINT,0.08000000000000002,1e-06,-17.029624421149492,-15.964727148413658,-1.0648971164273098,24,1189967.827236948,90.64000317270798,1.0504594064356085,11203.611765904734,1600.0,5999.450943606883,1164554.525433375,6609.188634654925,90.64000317270798,1.0504594064356085,11203.611765904734,5999.450943606883,1164554.525433375,1600.0,0,3729274.69028622,3521453.967581145
2671,46,32,64448,JOINT,0.08000000000000002,1e-06,-14.63851698115468,-13.72960577532649,-0.9089112616827092,24,42841.36196438161,40.18621369915873,0.0,0.0,800.0,2499.1663586892305,34652.77227646275,4889.423329229635,40.18621369915873,0.0,0.0,2499.1663586892305,34652.77227646275,800.0,0,3729274.69028622,3521453.967581145
2672,47,32,64448,JOINT,0.08000000000000002,1e-06,-3.7312205638736486,-3.402266710996628,-0.32895395582231385,24,46374.98344417059,164.4417146358753,68.09025869336237,0.0,2400.0,764.7744304709827,35231.89320623997,7910.225548766277,164.4417146358753,68.09025869336237,0.0,764.7744304709827,35231.89320623997,2400.0,0,3729274.69028622,3521453.967581145
2673,48,32,64448,JOINT,0.08000000000000002,1e-06,-4.1669359263032675,-3.944185122847557,-0.22275084857208036,24,1090561.5958763007,86.73183804004262,3.0222886372570423,7565.870875609413,800.0,2499.337035318509,1073585.753117572,6107.612559163556,86.73183804004262,3.0222886372570423,7565.870875609413,2499.337035318509,1073585.753117572,800.0,0,3729274.69028622,3521453.967581145
2674,49,32,64448,JOINT,0.08000000000000002,1e-06,-22.49224809370935,-21.287554536014795,-1.2046937898794812,24,276042.46868838446,196.39847007002993,985.7809304899348,0.0,2400.0,767.6354642230037,262461.95966178935,9427.092631882148,196.39847007002993,985.7809304899348,0.0,767.6354642230037,262461.95966178935,2400.0,0,3729274.69028622,3521453.967581145
2675,50,32,64448,JOINT,0.08000000000000002,1e-06,-7.564858308061957,-6.910134553909302,-0.6547238392631214,24,43917.743222918034,28.943530865198603,0.0,0.0,3200.0,2498.926142011891,34412.558262213875,3806.258818692268,28.943530865198603,0.0,0.0,2498.926142011891,34412.558262213875,3200.0,0,3729274.69028622,3521453.967581145
2676,51,32,64448,JOINT,0.08000000000000002,1e-06,-15.033279094845057,-14.200494449585676,-0.832784860848139,24,577671.9844505816,132.2394904684579,270.1698141790011,1309.2096625719203,2400.0,2499.594185398408,565818.6314840822,5374.3793043500555,132.2394904684579,270.1698141790011,1309.2096625719203,2499.594185398408,565818.6314840822,2400.0,0,3729274.69028622,3521453.967581145
2677,52,32,64448,JOINT,0.08000000000000002,1e-06,-21.47635369002819,-20.01811721920967,-1.458236597577731,24,44789.69433247416,123.78394985518175,1245.382163208108,0.0,800.0,2499.023326191845,36163.40311543109,4081.885727643115,123.78394985518175,1245.382163208108,0.0,2499.023326191845,36163.40311543109,800.0,0,3729274.69028622,3521453.967581145
2678,53,32,64448,JOINT,0.08000000000000002,1e-06,-37.947677694261074,-35.50265631824732,-2.4450216006751484,24,2379378.862210959,231.65295919211482,1498.5659459656079,67535.79029744868,1600.0,2499.694439900374,2299187.33515323,7057.4763744144775,231.65295919211482,1498.5659459656079,67535.79029744868,2499.694439900374,2299187.33515323,1600.0,0,3729274.69028622,3521453.967581145
2679,54,32,64448,JOINT,0.08000000000000002,1e-06,-18.021576389670372,-16.603976007550955,-1.4176006108025712,24,2758649.1339809964,120.75740577791633,50.19553713077809,73582.21421913311,2400.0,2499.481299173985,2672330.394812407,7786.848113151627,120.75740577791633,50.19553713077809,73582.21421913311,2499.481299173985,2672330.394812407,2400.0,0,3729274.69028622,3521453.967581145
2680,55,32,64448,JOINT,0.08000000000000002,1e-06,-16.048872780054808,-14.900981359183788,-1.1478912837306658,24,43706.31090898803,27.71131873490069,0.0,0.0,1600.0,1982.6428241600952,34099.34265007783,6024.325434750108,27.71131873490069,0.0,0.0,1982.6428241600952,34099.34265007783,1600.0,0,3729274.69028622,3521453.967581145
2681,56,32,64448,JOINT,0.08000000000000002,1e-06,-12.785914484411478,-11.906982332468033,-0.8789321671177946,24,284425.0419926623,168.2998929425493,292.3313510885478,170.06148238638505,800.0,2499.603239513477,270497.32567588147,10165.720243792442,168.2998929425493,292.3313510885478,170.06148238638505,2499.603239513477,270497.32567588147,800.0,0,3729274.69028622,3521453.967581145
2682,57,32,64448,JOINT,0.08000000000000002,1e-06,-20.529072016477585,-19.307531654834747,-1.2215403545647863,24,44795.05575376769,84.60710702481407,14.609731325297583,0.0,0.0,2499.431570576124,35142.439128314094,7138.57532355217,84.60710702481407,14.609731325297583,0.0,2499.431570576124,35142.439128314094,0.0,0,3729274.69028622,3521453.967581145
2683,58,32,64448,JOINT,0.08000000000000002,1e-06,-11.865697849541903,-10.999646227806807,-0.8660517609119418,24,44497.68255874002,66.55964994310604,43.716515126034516,0.0,2400.0,2499.062921407811,35235.81119802354,4319.091924182635,66.55964994310604,43.716515126034516,0.0,2499.062921407811,35235.81119802354,2400.0,0,3729274.69028622,3521453.967581145
2684,59,32,64448,JOINT,0.08000000000000002,1e-06,-7.3375599049031734,-6.990451194345951,-0.3471087587500612,24,44783.78590086667,28.642454048130944,0.0,0.0,2400.0,2112.794007795877,34083.0858083344,6187.906084736398,28.642454048130944,0.0,0.0,2112.794007795877,34083.0858083344,2400.0,0,3729274.69028622,3521453.967581145
2685,60,32,64448,JOINT,0.08000000000000002,1e-06,-14.199390094727278,-13.30021108314395,-0.899179058074951,24,45300.86388111547,30.968558020449958,0.0,0.0,2400.0,2392.7546022819993,34094.81089551479,6413.298383318682,30.968558020449958,0.0,0.0,2392.7546022819993,34094.81089551479,2400.0,0,3729274.69028622,3521453.967581145
2686,61,32,64448,JOINT,0.08000000000000002,1e-06,-29.821154665201902,-27.572969030588865,-2.2481857315699263,24,1106845.1339052054,182.09349719815174,1139.9478527082904,12865.015232511607,1600.0,2499.6303440548113,1082888.3052081424,5852.235267788296,182.09349719815174,1139.9478527082904,12865.015232511607,2499.6303440548113,1082888.3052081424,1600.0,0,3729274.69028622,3521453.967581145
2687,62,32,64448,JOINT,0.08000000000000002,1e-06,-11.19440765120089,-10.65709063783288,-0.5373170300076405,24,44898.17070660877,46.86329819521133,0.0,0.0,3200.0,1901.4773465101985,34638.52568602979,5158.167674068784,46.86329819521133,0.0,0.0,1901.4773465101985,34638.52568602979,3200.0,0,3729274.69028622,3521453.967581145
2688,63,32,64448,JOINT,0.08000000000000002,1e-06,-25.483464375138283,-23.916699811816216,-1.566764061835905,24,46332.55142944666,41.13219449151359,0.0,0.0,2400.0,2326.2313605550858,34161.30393132375,7445.016137567825,41.13219449151359,0.0,0.0,2326.2313605550858,34161.30393132375,2400.0,0,3729274.69028622,3521453.967581145
2689,0,33,65984,JOINT,0.08666666666666667,1e-06,-9.003257600590587,-8.722194761037827,-0.28106298457831147,24,3050505.9536874485,281.50718679707,2666.8178064473464,114156.41892174835,1600.0,2499.719339555094,2921941.7331390167,7641.264480681117,281.50718679707,2666.8178064473464,114156.41892174835,2499.719339555094,2921941.7331390167,1600.0,0,3585471.6052759956,3398561.275058342
2690,1,33,65984,JOINT,0.08666666666666667,1e-06,-20.820632964372635,-19.46102838218212,-1.359604441964378,24,42295.130015637755,41.63319171768321,0.0,0.0,2400.0,764.651246681882,34809.38275813099,4321.0960108248855,41.63319171768321,0.0,0.0,764.651246681882,34809.38275813099,2400.0,0,3585471.6052759956,3398561.275058342
2691,2,33,65984,JOINT,0.08666666666666667,1e-06,-18.17127026990056,-16.797281857579947,-1.3739887001365425,24,45531.24798250214,137.993863676465,16.172099868921958,0.0,2400.0,764.7041222803682,35089.54575548295,7260.8260048698985,137.993863676465,16.172099868921958,0.0,764.7041222803682,35089.54575548295,2400.0,0,3585471.6052759956,3398561.275058342
2692,3,33,65984,JOINT,0.08666666666666667,1e-06,-38.60908875986934,-36.37369726225734,-2.235391753862302,24,131714.43072666353,67.83682138000125,0.0,0.0,3200.0,2338.444457039181,116536.3567784696,9639.629491154745,67.83682138000125,0.0,0.0,2338.444457039181,116536.3567784696,3200.0,0,3585471.6052759956,3398561.275058342
2693,4,33,65984,JOINT,0.08666666666666667,1e-06,-10.055901568382978,-9.618079014122486,-0.4378223921979469,24,43036.34990615302,31.254135166710718,0.0,0.0,2400.0,1949.3816471508287,34439.230037563306,4247.738221438885,31.254135166710718,0.0,0.0,1949.3816471508287,34439.230037563306,2400.0,0,3585471.6052759956,3398561.275058342
2694,5,33,65984,JOINT,0.08666666666666667,1e-06,-15.570033956319094,-14.68132995814085,-0.8887042230305575,24,46493.12843170873,42.25071103852339,0.0,0.0,2400.0,2331.5101835599667,34164.3940296971,7597.224218451663,42.25071103852339,0.0,0.0,2331.5101835599667,34164.3940296971,2400.0,0,3585471.6052759956,3398561.275058342
2695,6,33,65984,JOINT,0.08666666666666667,1e-06,-18.00471431389451,-16.44056687131524,-1.5641477395345766,24,4641874.496375184,324.1821760830882,3251.7204701255396,230478.17137763975,800.0,5999.648484867244,4391283.010280727,10061.945761823274,324.1821760830882,3251.7204701255396,230478.17137763975,5999.648484867244,4391283.010280727,800.0,0,3585471.6052759956,3398561.275058342
2696,7,33,65984,JOINT,0.08666666666666667,1e-06,-18.268316730856895,-17.094985861331224,-1.1733309807876748,24,45162.01233891113,137.37925612971927,35.33723140360867,0.0,1600.0,756.6091391503107,35237.85768353734,7532.208284819876,137.37925612971927,35.33723140360867,0.0,756.6091391503107,35237.85768353734,1600.0,0,3585471.6052759956,3398561.275058342
2697,8,33,65984,JOINT,0.08666666666666667,1e-06,-12.632898787036538,-11.799089830368757,-0.8338090812663239,24,44987.09405468704,24.189509069756642,0.0,0.0,3200.0,2062.690302537286,34052.5218773646,5671.881874785157,24.189509069756642,0.0,0.0,2062.690302537286,34052.5218773646,3200.0,0,3585471.6052759956,3398561.275058342
2698,9,33,65984,JOINT,0.08666666666666667,1e-06,-59.0234878398478,-55.29537992551923,-3.7281075475364926,24,3228972.6704575634,170.20931171176116,283.6357631839628,124491.93682689045,3200.0,2499.508134365652,3090332.425694854,8165.164038269484,170.20931171176116,283.6357631839628,124491.93682689045,2499.508134365652,3090332.425694854,3200.0,0,3585471.6052759956,3398561.275058342
2699,10,33,65984,JOINT,0.08666666666666667,1e-06,-14.099104169756174,-13.227297529578209,-0.8718066240598759,24,45763.151491942954,35.28965520879966,0.0,0.0,2400.0,2305.5930878054905,34122.89899647378,6934.659407663685,35.28965520879966,0.0,0.0,2305.5930878054905,34122.89899647378,2400.0,0,3585471.6052759956,3398561.275058342
2700,11,33,65984,JOINT,0.08666666666666667,1e-06,-21.188504219055176,-20.003051728010178,-1.1854523544634386,24,1255893.9239099175,233.31608250834327,909.8560324484831,11888.841741137392,800.0,2499.6237457616007,1229161.6206843664,10633.9817062036,233.31608250834327,909.8560324484831,11888.841741137392,2499.6237457616007,1229161.6206843664,800.0,0,3585471.6052759956,3398561.275058342
2701,12,33,65984,JOINT,0.08666666666666667,1e-06,-12.473440872505307,-11.472294196486473,-1.0011468109985193,24,45977.52790073625,75.22314122921854,5.861502877447143,0.0,1600.0,2499.4048557602346,35055.340318591545,6816.921223507023,75.22314122921854,5.861502877447143,0.0,2499.4048557602346,35055.340318591545,1600.0,0,3585471.6052759956,3398561.275058342
2702,13,33,65984,JOINT,0.08666666666666667,1e-06,-14.933508152142167,-14.095937736332417,-0.8375705870209884,24,41716.33378473707,40.49640348909574,0.0,0.0,1600.0,749.7907664370051,34718.29150021772,4648.251518082349,40.49640348909574,0.0,0.0,749.7907664370051,34718.29150021772,1600.0,0,3585471.6052759956,3398561.275058342
2703,14,33,65984,JOINT,0.08666666666666667,1e-06,-11.590985076501966,-11.059968814253807,-0.5310164421175918,24,130291.67522855558,47.51879158146687,0.0,0.0,800.0,5999.287087357766,118369.60287329795,5122.785267899878,47.51879158146687,0.0,0.0,5999.287087357766,118369.60287329795,800.0,0,3585471.6052759956,3398561.275058342
2704,15,33,65984,JOINT,0.08666666666666667,1e-06,-11.161525653675199,-10.405832573771477,-0.7556930535860981,24,1574691.023240051,141.97862404267977,419.42888022584924,24938.35413026927,800.0,5999.513571013067,1535120.5855707298,7413.141087813074,141.97862404267977,419.42888022584924,24938.35413026927,5999.513571013067,1535120.5855707298,800.0,0,3585471.6052759956,3398561.275058342
2705,16,33,65984,JOINT,0.08666666666666667,1e-06,-9.468506421893835,-8.898297421634197,-0.5702089804162583,24,44410.5147609087,117.86638864431747,11.672949380808433,0.0,1600.0,753.9977345393705,35114.79475722766,6930.049319760861,117.86638864431747,11.672949380808433,0.0,753.9977345393705,35114.79475722766,1600.0,0,3585471.6052759956,3398561.275058342
2706,17,33,65984,JOINT,0.08666666666666667,1e-06,-23.25485560297966,-21.598679084330797,-1.6561762356633942,24,46709.5064226837,42.63743979613258,0.0,0.0,1600.0,5999.197657136495,34551.67964111829,4558.629124428916,42.63743979613258,0.0,0.0,5999.197657136495,34551.67964111829,1600.0,0,3585471.6052759956,3398561.275058342
2707,18,33,65984,JOINT,0.08666666666666667,1e-06,-28.664639523252845,-26.851802598685026,-1.8128365003814302,24,3852831.481869405,332.95768944877494,3357.94812120219,188283.6261887026,2400.0,2499.743702435271,3647949.352123486,8340.811733578994,332.95768944877494,3357.94812120219,188283.6261887026,2499.743702435271,3647949.352123486,2400.0,0,3585471.6052759956,3398561.275058342
2708,19,33,65984,JOINT,0.08666666666666667,1e-06,-8.96609160117805,-8.450636755675077,-0.5154549356301626,24,43737.76036262426,86.85607318227086,0.0,0.0,2400.0,753.0661152672011,34843.79841883549,5740.89582852157,86.85607318227086,0.0,0.0,753.0661152672011,34843.79841883549,2400.0,0,3585471.6052759956,3398561.275058342
2709,20,33,65984,JOINT,0.08666666666666667,1e-06,-12.203632410615683,-11.449863895773888,-0.753768375106156,24,39225.32635725095,28.951244230523855,0.0,0.0,0.0,751.3638649909232,34540.27279251015,3933.68969974988,28.951244230523855,0.0,0.0,751.3638649909232,34540.27279251015,0.0,0,3585471.6052759956,3398561.275058342
2710,21,33,65984,JOINT,0.08666666666666667,1e-06,-12.128584664314985,-11.021498136222363,-1.1070865786075594,24,44674.849431114504,43.69546889767342,0.0,0.0,2400.0,2274.4864384419448,34538.48675010239,5461.876242570168,43.69546889767342,0.0,0.0,2274.4864384419448,34538.48675010239,2400.0,0,3585471.6052759956,3398561.275058342
2711,22,33,65984,JOINT,0.08666666666666667,1e-06,-17.868375048041344,-16.73731416091323,-1.1310609184585825,24,44394.85788275942,103.24518818224541,0.14287090135983255,0.0,2400.0,754.7481463259131,34935.6551971391,6304.311668393041,103.24518818224541,0.14287090135983255,0.0,754.7481463259131,34935.6551971391,2400.0,0,3585471.6052759956,3398561.275058342
2712,23,33,65984,JOINT,0.08666666666666667,1e-06,-19.95163868740201,-18.519541665911674,-1.4320967872192465,24,49208.616332923586,65.16697257453876,0.0,0.0,1600.0,2208.9993615275716,36023.857636538654,9375.759334857355,65.16697257453876,0.0,0.0,2208.9993615275716,36023.857636538654,1600.0,0,3585471.6052759956,3398561.275058342
2713,24,33,65984,JOINT,0.08666666666666667,1e-06,-11.455189738422632,-10.984885599464178,-0.4703041611611845,24,46025.27502991741,134.6075515609616,946.7689679445058,0.0,1600.0,2499.5241080117153,36423.40036352146,4555.581590439727,134.6075515609616,946.7689679445058,0.0,2499.5241080117153,36423.40036352146,1600.0,0,3585471.6052759956,3398561.275058342
2714,25,33,65984,JOINT,0.08666666666666667,1e-06,-10.000436453148723,-9.137202575802803,-0.8632339756314954,24,45012.921715372766,74.88034453627084,0.006779515835925885,0.0,1600.0,1922.1283073574277,34913.856706508675,6576.929921990825,74.88034453627084,0.006779515835925885,0.0,1922.1283073574277,34913.856706508675,1600.0,0,3585471.6052759956,3398561.275058342
2715,26,33,65984,JOINT,0.08666666666666667,1e-06,-19.454009097069502,-18.025746665894985,-1.4282624888171755,24,2198964.223648254,302.96773402881195,4809.537678265586,82149.20518262402,2400.0,2499.6854896633617,2100341.94607303,6763.849224670617,302.96773402881195,4809.537678265586,82149.20518262402,2499.6854896633617,2100341.94607303,2400.0,0,3585471.6052759956,3398561.275058342
2716,27,33,65984,JOINT,0.08666666666666667,1e-06,-30.802861515432596,-28.677187833935022,-2.12567380776008,24,44893.133143606654,95.99611571541054,72.22195395244307,0.0,1600.0,750.1374670086911,35351.84929354899,7118.924429096523,95.99611571541054,72.22195395244307,0.0,750.1374670086911,35351.84929354899,1600.0,0,3585471.6052759956,3398561.275058342
2717,28,33,65984,JOINT,0.08666666666666667,1e-06,-16.164147851988673,-15.245363920927048,-0.9187839604603748,24,45761.94887690946,45.00234757396223,0.0,0.0,1600.0,2109.357092559996,34193.85094682262,7858.7408375268415,45.00234757396223,0.0,0.0,2109.357092559996,34193.85094682262,1600.0,0,3585471.6052759956,3398561.275058342
2718,29,33,65984,JOINT,0.08666666666666667,1e-06,-21.723070533946157,-20.303401071578264,-1.4196695886800688,24,92092.47623295565,180.78652218952544,616.7035593499285,0.0,1600.0,751.3872565214879,79433.19504603223,9691.190371052016,180.78652218952544,616.7035593499285,0.0,751.3872565214879,79433.19504603223,1600.0,0,3585471.6052759956,3398561.275058342
2719,30,33,65984,JOINT,0.08666666666666667,1e-06,-5.782488010823727,-5.36101521551609,-0.42147281676530846,24,48370.51934633678,145.70630940490977,265.54788825133664,0.0,800.0,2499.554151707452,35753.25998714706,9052.157319230935,145.70630940490977,265.54788825133664,0.0,2499.554151707452,35753.25998714706,800.0,0,3585471.6052759956,3398561.275058342
2720,31,33,65984,JOINT,0.08666666666666667,1e-06,-10.349109852686524,-9.742254100739956,-0.6068556081379454,24,45218.86177302878,106.62352949896554,0.0,0.0,3200.0,764.5697468392799,34902.48373146776,6351.808294721741,106.62352949896554,0.0,0.0,764.5697468392799,34902.48373146776,3200.0,0,3585471.6052759956,3398561.275058342
