episode,env_id,update,global_step,mode,alpha,reward_scale,ret_used,ret_env_scaled,ret_shaping,ep_len,total_cost_yuan,loss_term,v_term,line_term,switch_term,trafo_term,risk_term,import_cost_yuan,loss_cost_yuan,v_cost_yuan,line_cost_yuan,trafo_cost_yuan,risk_cost_yuan_like,switch_cost_yuan,pf_failed,total_scale_yuan,risk_scale_yuan
15,14,1,1472,WARMUP_SR,0.0,1e-06,-57.55405309796333,-57.55405309796333,0.0,24,44893.89759183851,103.89385088419577,179.45167454189163,0.0,1600.0,772.4146504065706,35547.148933684744,6794.882333205306,103.89385088419577,179.45167454189163,0.0,772.4146504065706,35547.148933684744,1600.0,0,3020117.620330358,2216202.335563534
16,15,1,1472,WARMUP_SR,0.0,1e-06,-30.522580299526453,-30.522580299526453,0.0,24,53347.156064230156,71.6012741265148,38.44832533793227,0.0,3200.0,2499.1656690400264,42751.044457403674,4858.497612448525,71.6012741265148,38.44832533793227,0.0,2499.1656690400264,42751.044457403674,3200.0,0,3020117.620330358,2216202.335563534
17,16,1,1472,WARMUP_SR,0.0,1e-06,-32.03072912618518,-32.03072912618518,0.0,24,4301253.383011108,492.2017588179361,11356.215556626637,350122.57944928994,1600.0,2499.7519536022205,3927262.336931817,8412.499119772268,492.2017588179361,11356.215556626637,350122.57944928994,2499.7519536022205,3927262.336931817,1600.0,0,3020117.620330358,2216202.335563534
18,17,1,1472,WARMUP_SR,0.0,1e-06,-53.70143725723028,-53.70143725723028,0.0,24,44477.695791039965,25.210052331308233,0.0,0.0,2400.0,2302.6927312150233,34047.25818759262,5727.744872232319,25.210052331308233,0.0,0.0,2302.6927312150233,34047.25818759262,2400.0,0,3020117.620330358,2216202.335563534
19,18,1,1472,WARMUP_SR,0.0,1e-06,-40.032142736017704,-40.032142736017704,0.0,24,863009.7570217164,221.3895397740517,3071.0811535195194,3642.646078794086,2400.0,2499.2976957252667,845791.1316751523,5605.600418525191,221.3895397740517,3071.0811535195194,3642.646078794086,2499.2976957252667,845791.1316751523,2400.0,0,3020117.620330358,2216202.335563534
20,19,1,1472,WARMUP_SR,0.0,1e-06,-49.62532736733556,-49.62532736733556,0.0,24,328039.85572997265,106.78082354034946,73.8742259226339,140.1182001002993,0.0,2499.2317425693436,320092.57806922705,5234.053492153351,106.78082354034946,73.8742259226339,140.1182001002993,2499.2317425693436,320092.57806922705,0.0,0,3020117.620330358,2216202.335563534
21,20,1,1472,WARMUP_SR,0.0,1e-06,-19.8116859421134,-19.8116859421134,0.0,24,43927.652575280736,97.06009900498333,355.49040000588803,0.0,1600.0,2498.97641305286,35557.222859403024,3915.9629028189647,97.06009900498333,355.49040000588803,0.0,2498.97641305286,35557.222859403024,1600.0,0,3020117.620330358,2216202.335563534
22,21,1,1472,WARMUP_SR,0.0,1e-06,-31.927081733942032,-31.927081733942032,0.0,24,382731.09928573633,252.2497051746701,425.4061975097374,302.1235836902337,3200.0,751.5890868850712,368060.10980792425,9991.870609727062,252.2497051746701,425.4061975097374,302.1235836902337,751.5890868850712,368060.10980792425,3200.0,0,3020117.620330358,2216202.335563534
23,22,1,1472,WARMUP_SR,0.0,1e-06,-32.909155271947384,-32.909155271947384,0.0,24,45688.63758332719,41.40170359238367,0.0,0.0,1600.0,2401.7523338582755,34189.946842447156,7496.938407021753,41.40170359238367,0.0,0.0,2401.7523338582755,34189.946842447156,1600.0,0,3020117.620330358,2216202.335563534
24,23,1,1472,WARMUP_SR,0.0,1e-06,-66.55919386446476,-66.55919386446476,0.0,24,47461.40327024633,89.99653090454619,22.423855985668293,0.0,2400.0,2499.448247128657,35183.92019412088,7355.610973011119,89.99653090454619,22.423855985668293,0.0,2499.448247128657,35183.92019412088,2400.0,0,3020117.620330358,2216202.335563534
25,24,1,1472,WARMUP_SR,0.0,1e-06,-51.8014023527503,-51.8014023527503,0.0,24,66851.84873908605,62.751374592266316,0.0,0.0,1600.0,2499.1803311054286,57801.14856491904,4951.519843061578,62.751374592266316,0.0,0.0,2499.1803311054286,57801.14856491904,1600.0,0,3020117.620330358,2216202.335563534
26,25,1,1472,WARMUP_SR,0.0,1e-06,-56.62717458233237,-56.62717458233237,0.0,24,43600.9550843168,23.871926140815173,0.0,0.0,1600.0,2375.9187215374477,34062.32636590498,5562.709996874379,23.871926140815173,0.0,0.0,2375.9187215374477,34062.32636590498,1600.0,0,3020117.620330358,2216202.335563534
27,26,1,1472,WARMUP_SR,0.0,1e-06,-18.73608022928238,-18.73608022928238,0.0,24,46718.637039284426,50.983958406524074,0.0,0.0,1600.0,2447.4815692922316,34298.28877462665,8372.866695365543,50.983958406524074,0.0,0.0,2447.4815692922316,34298.28877462665,1600.0,0,3020117.620330358,2216202.335563534
28,27,1,1472,WARMUP_SR,0.0,1e-06,-34.30425852909684,-34.30425852909684,0.0,24,43880.29588791423,39.955080696531475,0.0,0.0,0.0,2371.0968361972546,34163.57417684925,7345.624874867724,39.955080696531475,0.0,0.0,2371.0968361972546,34163.57417684925,0.0,0,3020117.620330358,2216202.335563534
29,28,1,1472,WARMUP_SR,0.0,1e-06,-51.68823467567563,-51.68823467567563,0.0,24,49830.062842787396,122.37042236547563,116.88802697825192,0.0,2400.0,2499.5400778256917,36015.932475411464,8797.70226257199,122.37042236547563,116.88802697825192,0.0,2499.5400778256917,36015.932475411464,2400.0,0,3020117.620330358,2216202.335563534
30,29,1,1472,WARMUP_SR,0.0,1e-06,-33.583515390753746,-33.583515390753746,0.0,24,1727619.8455089517,90.92237839426598,6.101792152573044,25194.398960454495,1600.0,2499.4000355799412,1691576.8041508102,6743.140569954341,90.92237839426598,6.101792152573044,25194.398960454495,2499.4000355799412,1691576.8041508102,1600.0,0,3020117.620330358,2216202.335563534
31,30,1,1472,WARMUP_SR,0.0,1e-06,-34.60542646795511,-34.60542646795511,0.0,24,1337848.2310054465,133.24249856040578,368.03299271649246,16625.64068154991,1600.0,5999.483611483511,1306273.5753777807,6981.498341915859,133.24249856040578,368.03299271649246,16625.64068154991,5999.483611483511,1306273.5753777807,1600.0,0,3020117.620330358,2216202.335563534
32,31,1,1472,WARMUP_SR,0.0,1e-06,-45.33932749554515,-45.33932749554515,0.0,24,47333.91051892871,88.10470093962047,4.43816123654808,0.0,3200.0,1931.8351354497688,35018.916050192915,7178.721172049473,88.10470093962047,4.43816123654808,0.0,1931.8351354497688,35018.916050192915,3200.0,0,3020117.620330358,2216202.335563534
33,32,1,1472,WARMUP_SR,0.0,1e-06,-35.60142535716295,-35.60142535716295,0.0,24,3629914.5083602327,348.1219248479788,2771.136375607467,154802.21476072873,1600.0,2499.576793152614,3458931.794205543,9309.786225200696,348.1219248479788,2771.136375607467,154802.21476072873,2499.576793152614,3458931.794205543,1600.0,0,3020117.620330358,2216202.335563534
34,33,1,1472,WARMUP_SR,0.0,1e-06,-40.00983866304159,-40.00983866304159,0.0,24,2078305.8412544022,98.73775683585703,16.066857566742524,38840.86725731916,2400.0,2499.430292367982,2027451.601253363,7097.875593785347,98.73775683585703,16.066857566742524,38840.86725731916,2499.430292367982,2027451.601253363,2400.0,0,3020117.620330358,2216202.335563534
35,34,1,1472,WARMUP_SR,0.0,1e-06,-24.2646000161767,-24.2646000161767,0.0,24,3052124.234595545,378.79813700872114,7196.577734977077,173556.29761608122,2400.0,2499.7169818514,2859018.4448302374,7453.197432398156,378.79813700872114,7196.577734977077,173556.29761608122,2499.7169818514,2859018.4448302374,2400.0,0,3020117.620330358,2216202.335563534
36,35,1,1472,WARMUP_SR,0.0,1e-06,-45.25353246182203,-45.25353246182203,0.0,24,455577.5034527369,69.03269404856238,0.0,2033.2507875171427,800.0,5999.3776026150845,440899.3013708441,5845.573691760506,69.03269404856238,0.0,2033.2507875171427,5999.3776026150845,440899.3013708441,800.0,0,3020117.620330358,2216202.335563534
37,36,1,1472,WARMUP_SR,0.0,1e-06,-73.57624961528927,-73.57624961528927,0.0,24,44656.04154541129,57.282766803772674,0.0,0.0,1600.0,2499.28352071229,34884.15826870901,5672.599755989984,57.282766803772674,0.0,0.0,2499.28352071229,34884.15826870901,1600.0,0,3020117.620330358,2216202.335563534
38,37,1,1472,WARMUP_SR,0.0,1e-06,-89.0603579878807,-89.0603579878807,0.0,24,185261.14665803793,74.69076272552421,0.0,42.55172506241355,2400.0,2011.4311080100972,170737.90443800148,10069.259386963939,74.69076272552421,0.0,42.55172506241355,2011.4311080100972,170737.90443800148,2400.0,0,3020117.620330358,2216202.335563534
39,38,1,1472,WARMUP_SR,0.0,1e-06,-46.52920478582382,-46.52920478582382,0.0,24,4228604.258575172,262.32067488467004,2218.083518015275,218822.74482681838,2400.0,2499.5577094113123,3993669.3312947135,8994.54122621355,262.32067488467004,2218.083518015275,218822.74482681838,2499.5577094113123,3993669.3312947135,2400.0,0,3020117.620330358,2216202.335563534
40,39,1,1472,WARMUP_SR,0.0,1e-06,-53.4897679425776,-53.4897679425776,0.0,24,1228495.878728925,89.22806348102311,5.150590878158414,10305.560796380883,1600.0,2499.3482923655993,1207875.8373624787,6209.981686821743,89.22806348102311,5.150590878158414,10305.560796380883,2499.3482923655993,1207875.8373624787,1600.0,0,3020117.620330358,2216202.335563534
41,40,1,1472,WARMUP_SR,0.0,1e-06,-68.50233667436987,-68.50233667436987,0.0,24,1011345.2810946858,85.12400920637761,0.0027999817711970108,8105.498486252667,3200.0,5999.436663748938,987585.1191791896,6455.223965512883,85.12400920637761,0.0027999817711970108,8105.498486252667,5999.436663748938,987585.1191791896,3200.0,0,3020117.620330358,2216202.335563534
42,41,1,1472,WARMUP_SR,0.0,1e-06,-43.878075901418924,-43.878075901418924,0.0,24,3511075.002542444,216.41558659416253,1460.11358066941,137819.56976808753,2400.0,2499.5242132328012,3358498.922086448,8396.872894006423,216.41558659416253,1460.11358066941,137819.56976808753,2499.5242132328012,3358498.922086448,2400.0,0,3020117.620330358,2216202.335563534
43,42,1,1472,WARMUP_SR,0.0,1e-06,-67.21345715597272,-67.21345715597272,0.0,24,45263.783393588295,48.232069552904875,0.0,0.0,800.0,2212.695558270308,34219.213558118114,8031.87427719987,48.232069552904875,0.0,0.0,2212.695558270308,34219.213558118114,800.0,0,3020117.620330358,2216202.335563534
44,43,1,1472,WARMUP_SR,0.0,1e-06,-23.65253670141101,-23.65253670141101,0.0,24,1293880.233569768,101.92353914432634,32.63901765442194,12311.378764052793,1600.0,2499.359460116569,1271131.3470246883,6305.50930325594,101.92353914432634,32.63901765442194,12311.378764052793,2499.359460116569,1271131.3470246883,1600.0,0,3020117.620330358,2216202.335563534
45,44,1,1472,WARMUP_SR,0.0,1e-06,-58.002691343426704,-58.002691343426704,0.0,24,93334.39713283019,50.51682541826638,0.0,0.0,1600.0,5999.271759372877,80723.04980879374,5012.075564663559,50.51682541826638,0.0,0.0,5999.271759372877,80723.04980879374,1600.0,0,3020117.620330358,2216202.335563534
46,45,1,1472,WARMUP_SR,0.0,1e-06,-25.063542559742928,-25.063542559742928,0.0,24,1316599.3005987986,316.0309437984788,8891.596682325855,23588.152358276362,1600.0,2499.6420387856624,1274147.7695841636,5872.139935247061,316.0309437984788,8891.596682325855,23588.152358276362,2499.6420387856624,1274147.7695841636,1600.0,0,3020117.620330358,2216202.335563534
47,46,1,1472,WARMUP_SR,0.0,1e-06,-14.254658091813326,-14.254658091813326,0.0,24,42201.80766668837,27.794792601622405,0.0,0.0,1600.0,2498.896863971938,34399.86109857337,3703.049704143064,27.794792601622405,0.0,0.0,2498.896863971938,34399.86109857337,1600.0,0,3020117.620330358,2216202.335563534
48,47,1,1472,WARMUP_SR,0.0,1e-06,-93.55920462030917,-93.55920462030917,0.0,24,5688950.02169303,253.8637537622633,737.9703573201641,412704.8963605308,2400.0,2499.612978255717,5260260.084807048,10347.457189876128,253.8637537622633,737.9703573201641,412704.8963605308,2499.612978255717,5260260.084807048,2400.0,0,3020117.620330358,2216202.335563534
49,48,1,1472,WARMUP_SR,0.0,1e-06,-83.29394939541817,-83.29394939541817,0.0,24,4225213.520584705,402.2461653188143,6060.191891217452,299990.73141801194,1600.0,2499.751376520223,3906547.9567223988,8514.889176557086,402.2461653188143,6060.191891217452,299990.73141801194,2499.751376520223,3906547.9567223988,1600.0,0,3020117.620330358,2216202.335563534
50,49,1,1472,WARMUP_SR,0.0,1e-06,-29.91928144171834,-29.91928144171834,0.0,24,3137975.8709283215,128.8401432093812,74.35911651182786,98041.53077359442,800.0,2499.501653209104,3028452.648153689,8107.831231317016,128.8401432093812,74.35911651182786,98041.53077359442,2499.501653209104,3028452.648153689,800.0,0,3020117.620330358,2216202.335563534
51,50,1,1472,WARMUP_SR,0.0,1e-06,-27.640423871576786,-27.640423871576786,0.0,24,1948224.3196740693,110.22247414579917,7.279034952950297,35545.213628911704,1600.0,5999.528881708102,1897374.274054605,7698.024073891492,110.22247414579917,7.279034952950297,35545.213628911704,5999.528881708102,1897374.274054605,1600.0,0,3020117.620330358,2216202.335563534
52,51,1,1472,WARMUP_SR,0.0,1e-06,-47.81288631260395,-47.81288631260395,0.0,24,4754924.396870251,687.1019181948203,26987.84981838423,360007.9212400347,2400.0,2499.5685416248084,4354376.592534823,8652.464735383399,687.1019181948203,26987.84981838423,360007.9212400347,2499.5685416248084,4354376.592534823,2400.0,0,3020117.620330358,2216202.335563534
53,52,1,1472,WARMUP_SR,0.0,1e-06,-57.485801317729056,-57.485801317729056,0.0,24,748485.2350352319,110.1551603063617,195.61004352657477,6029.360976348415,1600.0,5999.427732596603,728338.3248888104,6322.511393949935,110.1551603063617,195.61004352657477,6029.360976348415,5999.427732596603,728338.3248888104,1600.0,0,3020117.620330358,2216202.335563534
54,53,1,1472,WARMUP_SR,0.0,1e-06,-72.40696008503437,-72.40696008503437,0.0,24,47184.907089594126,99.84156409606862,57.57522679435808,0.0,1600.0,2499.475407786297,35303.62681056064,7724.229644452823,99.84156409606862,57.57522679435808,0.0,2499.475407786297,35303.62681056064,1600.0,0,3020117.620330358,2216202.335563534
55,54,1,1472,WARMUP_SR,0.0,1e-06,-48.4216985963285,-48.4216985963285,0.0,24,45551.578856941946,107.96716908944335,101.42644468756349,0.0,1600.0,750.4804043801017,35416.34761562973,7683.324392244549,107.96716908944335,101.42644468756349,0.0,750.4804043801017,35416.34761562973,1600.0,0,3020117.620330358,2216202.335563534
56,55,1,1472,WARMUP_SR,0.0,1e-06,-80.15856393054128,-80.15856393054128,0.0,24,45569.51263141476,34.556524949571184,0.0,0.0,2400.0,2272.906544668511,34118.28770971268,6778.318377033566,34.556524949571184,0.0,0.0,2272.906544668511,34118.28770971268,2400.0,0,3020117.620330358,2216202.335563534
57,56,1,1472,WARMUP_SR,0.0,1e-06,-95.57340529933572,-95.57340529933572,0.0,24,9603835.89377106,672.5134600673708,12248.958078145944,1390698.7568694379,1600.0,2499.700227054852,8183908.367207145,12880.111389275364,672.5134600673708,12248.958078145944,1390698.7568694379,2499.700227054852,8183908.367207145,1600.0,0,3020117.620330358,2216202.335563534
58,57,1,1472,WARMUP_SR,0.0,1e-06,-50.58997689932585,-50.58997689932585,0.0,24,44049.6183311497,22.39867958720139,0.0,0.0,2400.0,2200.9511136782808,34032.05211268413,5416.615104787292,22.39867958720139,0.0,0.0,2200.9511136782808,34032.05211268413,2400.0,0,3020117.620330358,2216202.335563534
59,58,1,1472,WARMUP_SR,0.0,1e-06,-59.277978643774986,-59.277978643774986,0.0,24,3490449.8137055803,459.7085008548828,11490.613100562687,178780.90298728045,2400.0,2499.5115517320496,3287420.6980104297,7858.088055575235,459.7085008548828,11490.613100562687,178780.90298728045,2499.5115517320496,3287420.6980104297,2400.0,0,3020117.620330358,2216202.335563534
60,59,1,1472,WARMUP_SR,0.0,1e-06,-55.518856182694435,-55.518856182694435,0.0,24,1758371.565349718,105.06870183485073,16.36682208076945,26920.44889249828,1600.0,2499.4045339451327,1720548.7725829147,6786.572518279343,105.06870183485073,16.36682208076945,26920.44889249828,2499.4045339451327,1720548.7725829147,1600.0,0,3020117.620330358,2216202.335563534
61,60,1,1472,WARMUP_SR,0.0,1e-06,-47.26384952291846,-47.26384952291846,0.0,24,5765857.832784773,772.0019497963607,29562.41771499466,480903.0723193121,3200.0,2499.612050121975,5240105.358448437,9587.372251906834,772.0019497963607,29562.41771499466,480903.0723193121,2499.612050121975,5240105.358448437,3200.0,0,3020117.620330358,2216202.335563534
62,61,1,1472,WARMUP_SR,0.0,1e-06,-50.35556238051504,-50.35556238051504,0.0,24,1469201.162706264,326.314051293397,9434.770988387761,30792.240247366153,800.0,2499.6505284149594,1419657.0133749794,6017.487567115722,326.314051293397,9434.770988387761,30792.240247366153,2499.6505284149594,1419657.0133749794,800.0,0,3020117.620330358,2216202.335563534
63,62,1,1472,WARMUP_SR,0.0,1e-06,-46.60671778768301,-46.60671778768301,0.0,24,94557.50551179267,67.06549501187186,0.0,0.0,1600.0,2289.395733049187,81073.46117324554,9594.648605497936,67.06549501187186,0.0,0.0,2289.395733049187,81073.46117324554,1600.0,0,3020117.620330358,2216202.335563534
64,63,1,1472,WARMUP_SR,0.0,1e-06,-43.95302406698465,-43.95302406698465,0.0,24,41870.850659796764,23.68628899718107,0.0,0.0,0.0,2283.668894840399,34037.76790935657,5549.413855599795,23.68628899718107,0.0,0.0,2283.668894840399,34037.76790935657,0.0,0,3020117.620330358,2216202.335563534
65,0,2,3008,WARMUP_SR,0.0,1e-06,-28.008264150470495,-28.008264150470495,0.0,24,90728.68330166138,150.89518790682982,1082.9595271263945,0.0,2400.0,2499.550518379438,79934.40186065719,4811.771395498363,150.89518790682982,1082.9595271263945,0.0,2499.550518379438,79934.40186065719,2400.0,0,4107353.9330343404,3402345.2407810143
66,1,2,3008,WARMUP_SR,0.0,1e-06,-45.44577294588089,-45.44577294588089,0.0,24,54407.569216729156,146.57761310399258,224.97944319010108,0.0,2400.0,2499.5597151869,40115.38718236509,9167.642875987065,146.57761310399258,224.97944319010108,0.0,2499.5597151869,40115.38718236509,2400.0,0,4107353.9330343404,3402345.2407810143
67,2,2,3008,WARMUP_SR,0.0,1e-06,-91.65302408859134,-91.65302408859134,0.0,24,51165.732679596265,62.49068996704793,0.0,0.0,2400.0,2024.0329538742046,37468.777014009596,9272.922711712466,62.49068996704793,0.0,0.0,2024.0329538742046,37468.777014009596,2400.0,0,4107353.9330343404,3402345.2407810143
68,3,2,3008,WARMUP_SR,0.0,1e-06,-26.55404967442155,-26.55404967442155,0.0,24,1608472.4305136586,88.34231553163967,4.636934347227325,20862.499842738773,2400.0,2499.386827330531,1576099.451559297,6606.455349945026,88.34231553163967,4.636934347227325,20862.499842738773,2499.386827330531,1576099.451559297,2400.0,0,4107353.9330343404,3402345.2407810143
69,4,2,3008,WARMUP_SR,0.0,1e-06,-40.672909054905176,-40.672909054905176,0.0,24,47608.37100584313,56.70920786564477,0.0,0.0,2400.0,1994.4102861558392,34386.96020260023,8827.00051708706,56.70920786564477,0.0,0.0,1994.4102861558392,34386.96020260023,2400.0,0,4107353.9330343404,3402345.2407810143
70,5,2,3008,WARMUP_SR,0.0,1e-06,-40.38807452842593,-40.38807452842593,0.0,24,49293.713953570696,59.374909867297006,0.0,0.0,2400.0,1956.0968214037775,35959.756591984406,8977.860540182508,59.374909867297006,0.0,0.0,1956.0968214037775,35959.756591984406,2400.0,0,4107353.9330343404,3402345.2407810143
71,6,2,3008,WARMUP_SR,0.0,1e-06,-15.883540663868189,-15.883540663868189,0.0,24,918617.5695794678,101.28681155267618,14.23904630598942,17130.529245032933,1600.0,5999.495029832032,886683.1746241453,7190.131634151509,101.28681155267618,14.23904630598942,17130.529245032933,5999.495029832032,886683.1746241453,1600.0,0,4107353.9330343404,3402345.2407810143
72,7,2,3008,WARMUP_SR,0.0,1e-06,-14.406537588685751,-14.406537588685751,0.0,24,46901.02719760551,22.564566116748047,0.0,0.0,3200.0,5998.934757486464,34259.81588350803,3442.276556611012,22.564566116748047,0.0,0.0,5998.934757486464,34259.81588350803,3200.0,0,4107353.9330343404,3402345.2407810143
73,8,2,3008,WARMUP_SR,0.0,1e-06,-57.38772094249725,-57.38772094249725,0.0,24,44981.91559279651,29.228835654038786,0.0,0.0,2400.0,2289.170387645573,34078.21445805237,6214.530747098571,29.228835654038786,0.0,0.0,2289.170387645573,34078.21445805237,2400.0,0,4107353.9330343404,3402345.2407810143
74,9,2,3008,WARMUP_SR,0.0,1e-06,-22.46283021569252,-22.46283021569252,0.0,24,2996878.4077630215,373.9739079109212,7649.015178210729,156327.242378736,1600.0,2499.715549619645,2821389.266936899,7413.167719555907,373.9739079109212,7649.015178210729,156327.242378736,2499.715549619645,2821389.266936899,1600.0,0,4107353.9330343404,3402345.2407810143
75,10,2,3008,WARMUP_SR,0.0,1e-06,-52.22928683459759,-52.22928683459759,0.0,24,2459481.01377081,171.0936142815723,257.6204008074072,76388.73402027658,2400.0,5999.609298546608,2365223.8298292523,9211.220221926966,171.0936142815723,257.6204008074072,76388.73402027658,5999.609298546608,2365223.8298292523,2400.0,0,4107353.9330343404,3402345.2407810143
76,11,2,3008,WARMUP_SR,0.0,1e-06,-20.80733136832714,-20.80733136832714,0.0,24,1588693.3819573226,186.385951834335,544.9606221932912,26085.11677829871,2400.0,2499.41785954254,1550308.8587834039,6855.02791388418,186.385951834335,544.9606221932912,26085.11677829871,2499.41785954254,1550308.8587834039,2400.0,0,4107353.9330343404,3402345.2407810143
77,12,2,3008,WARMUP_SR,0.0,1e-06,-33.65955047309399,-33.65955047309399,0.0,24,45079.200572081776,38.13310941456592,0.0,0.0,3200.0,2499.1409768185654,34632.86770201705,4747.191893246162,38.13310941456592,0.0,0.0,2499.1409768185654,34632.86770201705,3200.0,0,4107353.9330343404,3402345.2407810143
78,13,2,3008,WARMUP_SR,0.0,1e-06,-15.087180376052856,-15.087180376052856,0.0,24,47343.1259581494,29.377106416573202,0.0,0.0,3200.0,5999.028237109254,34372.70135702544,3771.396364014706,29.377106416573202,0.0,0.0,5999.028237109254,34372.70135702544,3200.0,0,4107353.9330343404,3402345.2407810143
79,14,2,3008,WARMUP_SR,0.0,1e-06,-28.05957194417715,-28.05957194417715,0.0,24,46017.43248882188,30.56004133894213,0.0,0.0,1600.0,5999.095847740572,34367.15433448051,4051.1823066007964,30.56004133894213,0.0,0.0,5999.095847740572,34367.15433448051,1600.0,0,4107353.9330343404,3402345.2407810143
